playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot
dentoda01,dentoda01,,,1955,12,22,Japan,,,,,,,,,David,Denton,,Ｄ．デントン,,163,69,B,R,1982,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermoma01,dermoma01,,,1990,07,04,United States,,,,,,,,,Matt,Dermody,,Ｍ．ダーモディ,,225,77,R,L,2021,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desadi01,desadi01,,,1941,02,03,United States,,,,,,,,,Dick,Desa,,Ｒ．ディサ,,176,72,R,R,1961,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
despaal01,despaal01,,,1986,06,17,Cuba,,,,,,,,,Alfredo,Despaigne,,Ａ．デスパイネ,,209,69,R,R,2014,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desseel01,desseel01,,,1971,01,13,Japan,,,,,,,,,Elmer,Dessens,,Ｅ．デセンス,,179,72,R,R,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destror01,destror01,,,1962,05,08,United States,,,,,,,,,Orestes,Destrade,,Ｏ．デストラーデ,,218,76,B,R,1989,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dezawma01,dezawma01,,,1927,03,05,Japan,,,,,,,,,Masao,Dezawa,,出沢 政雄,,,,L,L,1947,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazed01,diazed01,,,1971,09,29,Venezuela,,,,,,,,,Eddy,Diaz,,Ｅ．ディアス,,174,70,R,R,1999,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazfe01,diazfe01,,,1980,07,27,Japan,,,,,,,,,Felix,Diaz,,Ｆ．ディアス,,179,72,R,R,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazjo01,diazjo01,,,2000,08,13,Japan,,,,,,,,,Jordan,Diaz,,Ｊ．ディアス,,209,70,R,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazjo02,diazjo02,,,1980,04,13,Japan,,,,,,,,,Joselo,Diaz,,ホセロ,,225,72,R,R,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazmi01,diazmi01,,,1960,04,15,Japan,,,,,,,,,Mike,Diaz,,Ｍ．ディアズ,,218,74,R,R,1989,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazra01,diazra01,,,1968,12,12,Japan,,,,,,,,,Rafael,Diaz,,Ｒ．ディアス,,203,72,R,R,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazvi01,diazvi01,,,1981,12,10,Mexico,,,,,,,,,Victor,Diaz,,Ｖ．ディアス,,209,72,R,R,2012,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazyo01,diazyo01,,,1999,06,10,Venezuela,,,,,,,,,Yofrec,Diaz,,Ｙ．ディアス,,205,75,L,L,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dickeal01,dickeal01,,,1990,05,26,United States,,,,,,,,,Alexander,Dickerson,,Ａ．ディカーソン,,229,75,L,L,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dicksbr01,dicksbr01,,,1984,11,03,United States,,,,,,,,,Brandon,Dickson,,Ｂ．ディクソン,,185,77,R,R,2013,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dicksok01,dicksok01,,,1990,02,09,United States,,,,,,,,,O'Koyea,Dickson,,Ｏ．ディクソン,,220,71,R,R,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dillojo01,dillojo01,,,1975,08,02,Japan,,,,,,,,,Joe,Dillon,,Ｊ．ディロン,,205,74,R,R,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplana01,diplana01,,,1993,12,30,Japan,,,,,,,,,Nattino,Diplan,,Ｎ．ディプラン,,179,75,R,R,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distebe01,distebe01,,,1962,01,23,United States,,,,,,,,,Benny,Distefano,,Ｂ．ディステファーノ,,201,73,L,L,1990,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dixonbr01,dixonbr01,,,1992,01,29,United States,,,,,,,,,Brandon,Dixon,,Ｂ．ディクソン,,214,74,R,R,2021,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
djhooxx01,djhooxx01,,,,,,Japan,,,,,,,,,,,,J.hooruton D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobaska01,dobaska01,,,1968,12,05,Japan,,,,,,,,,Katsuyuki,Dobashi,,土橋 勝征,,183,70,R,R,1987,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobasma01,dobasma01,dobasma01,,1935,12,05,Japan,,,,,,,,,Masayuki,Dobashi,,土橋 正幸,,172,70,R,R,1955,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobyla01,dobyla01,,,1924,12,13,United States,,,,,,,,,Larry,Doby,,Ｌ．ドビー,,181,73,L,L,1942,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodota01,dodota01,,,1932,05,15,Japan,,,,,,,,,Takao,Dodo,,百々 隆夫,,150,67,L,L,1953,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodsopa01,dodsopa01,,,1959,10,11,Japan,,,,,,,,,Pat,Dodson,,Ｐ．ドッドソン,,220,76,L,L,1989,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dohbash01,dohbash01,,,1991,08,17,Japan,,,,,,,,,Shota,Dohbayashi,,堂林 翔太,,212,72,R,R,2010,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dohihi01,dohihi01,,,1990,11,16,Japan,,,,,,,,,Hiroaki,Dohi,,土肥 寛昌,,194,71,B,R,2015,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dohise01,dohise01,,,1995,07,07,Japan,,,,,,,,,Seiya,Dohi,,土肥 星也,,198,73,L,L,2017,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dohmasc01,dohmasc01,,,1978,02,13,United States,,,,,,,,,Scott,Dohmann,,Ｓ．ドーマン,,179,73,R,R,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doifu01,doifu01,,,1940,09,07,Japan,,,,,,,,,Fumio,Doi,,土井 文夫,,168,68,R,R,1959,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doigata01,doigata01,,,1921,07,01,Japan,,,,,,,,,Takeshi,Doigaki,,土井垣 武,,141,65,R,R,1940,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doihi01,doihi01,,,2000,04,02,Japan,,,,,,,,,Hideto,Doi,,土居 豪人,,203,75,R,R,2019,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doike01,doike01,,,1950,05,17,Japan,,,,,,,,,Kenji,Doi,,土肥 健二,,172,67,R,R,1969,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doiki01,doiki01,doiki01,,1933,06,10,Japan,,,,,,,,,Kiyoshi,Doi,,土井 淳,,163,67,R,R,1956,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doima01,doima01,,,1972,06,16,Japan,,,,,,,,,Masahiro,Doi,,土井 雅弘,,165,74,L,L,1996,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doima02,doima02,,,1956,06,20,Japan,,,,,,,,,Masashi,Doi,,土居 正史,,159,71,R,R,1977,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doima03,doima03,,,1943,12,08,Japan,,,,,,,,,Masahiro,Doi,,土井 正博,,179,71,R,R,1961,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doiry01,doiry01,,,1981,01,11,Japan,,,,,,,,,Ryotaro,Doi,,土居 龍太郎,,172,72,R,R,2003,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doish01,doish01,doish01,,1942,06,28,Japan,,,,,,,,,Shozo,Doi,,土井 正三,,137,68,R,R,1965,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doish02,doish02,,,1937,09,03,Japan,,,,,,,,,Shosuke,Doi,,土居 章助,,154,68,R,R,1956,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doish03,doish03,,,1918,01,01,Japan,,,,,,,,,Shozo,Doi,,土肥 省三,,139,67,R,R,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doiyo01,doiyo01,,,1976,09,01,Japan,,,,,,,,,Yoshihiro,Doi,,土肥 義弘,,190,70,L,L,1998,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doiyu01,doiyu01,,,1937,11,01,Japan,,,,,,,,,Yutaka,Doi,,土井 豊,,172,69,L,L,1956,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokimi01,dokimi01,,,1935,04,06,Japan,,,,,,,,,Michio,Doki,,土岐 道雄,,157,70,R,R,1954,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dolisra01,dolisra01,,,1988,01,10,Dominican Republic,,,,,,,,,Rafael,Dolis,,Ｒ．ドリス,,234,77,R,R,2016,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doming01,doming01,,,,,,Japan,,,,,,,,,,,,Domingo G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominjo01,dominjo01,,,1996,01,18,Japan,,,,,,,,,Johan,Dominguez,,Ｊ．ドミンゲス,,190,76,R,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominma01,dominma01,,,1989,08,28,United States,,,,,,,,,Matt,Dominguez,,Ｍ．ドミンゲス,,218,74,R,R,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donnech01,donnech01,,,1966,04,21,Japan,,,,,,,,,Chris,Donnels,,Ｃ．ドネルス,,185,72,L,R,1996,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donoeta01,donoeta01,,,1985,05,27,Japan,,,,,,,,,Takehiro,Donoe,,堂上 剛裕,,205,72,L,R,2004,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donoete01,donoete01,,,1951,06,09,Japan,,,,,,,,,Terashi,Donoe,,堂上 照,,185,72,R,R,1971,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donouna01,donouna01,,,1988,09,23,Japan,,,,,,,,,Naomichi,Donoue,,堂上 直倫,,194,72,R,R,2007,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dooleji01,dooleji01,,,1925,08,06,United States,,,,,,,,,Jim,Doole,,Ｊ．ドゥール,,174,69,R,R,1954,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dosteda01,dosteda01,,,1970,10,08,Japan,,,,,,,,,Dave,Doster,,Ｄ．ドスター,,185,70,R,R,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotsoge01,dotsoge01,,,1953,11,01,United States,,,,,,,,,Gene,Dotson,,Ｇ．ダットサン,,179,71,R,R,1982,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doueha01,doueha01,,,1982,03,12,Japan,,,,,,,,,Hayato,Doue,,堂上 隼人,,192,71,R,R,2009,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
douglse01,douglse01,,,1979,04,28,Japan,,,,,,,,,Sean,Douglass,,Ｓ．ダグラス,,231,78,R,R,2006,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downsje01,downsje01,,,1998,07,27,Japan,,,,,,,,,Jeter,Downs,,Ｊ．ダウンズ,,196,70,R,R,2024,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doyleje01,doyleje01,,,1956,10,02,Japan,,,,,,,,,Jeff,Doyle,,Ｊ．ドイル,,159,68,L,R,1984,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doylete01,doylete01,,,1985,11,02,Japan,,,,,,,,,Terry,Doyle,,Ｔ．ドイル,,249,76,R,R,2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drakeya01,drakeya01,,,1990,04,12,Japan,,,,,,,,,Yadir,Drake,,Ｙ．ドレイク,,198,72,R,R,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drisktr01,drisktr01,,,1971,08,01,Japan,,,,,,,,,Travis,Driski,,Ｔ．ドリスキル,,185,72,R,R,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsuro01,dsuro01,,,1988,12,15,Japan,,,,,,,,,Romashutasuku,Dāsu,,ダースローマシュ匡,,172,75,R,R,2007,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dtkurxx01,dtkurxx01,,,,,,Japan,,,,,,,,,,,,Dtkuroomaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duceyro01,duceyro01,,,1965,05,24,Canada,,,,,,,,,Rob,Ducey,,Ｒ．デューシー,,179,74,L,R,1995,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duckwbr01,duckwbr01,,,1976,01,23,United States,,,,,,,,,Brandon J.,Duckworth,,Ｂ．ダックワース,,214,74,R,R,2012,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duffyma01,duffyma01,,,1989,02,06,United States,,,,,,,,,Matt,Duffy,,Ｍ．ダフィー,,216,75,R,R,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duncama01,duncama01,,,1963,03,13,Japan,,,,,,,,,Mariano,Duncan,,Ｍ．ダンカン,,185,72,R,R,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duncata01,duncata01,,,1953,05,12,Japan,,,,,,,,,Taylor,Duncan,,Ｔ．ダンカン,,176,70,R,R,1980,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duplajo01,duplajo01,,,1994,07,11,United States,,,,,,,,,Jon,Duplantier,,Ｊ．デュプランティエ,,227,76,L,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dupremi01,dupremi01,,,1953,05,29,Japan,,,,,,,,,Mike,Dupree,,Ｍ．デュプリー,,190,73,R,R,1980,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duranri01,duranri01,,,1957,07,27,Japan,,,,,,,,,Richard,Duran,,Ｒ．デュラン,,214,75,R,R,1984,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dykstja01,dykstja01,,,1990,11,22,Japan,,,,,,,,,James,Dykstra,,Ｊ．ダイクストラ,,220,76,L,R,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easlemi01,easlemi01,,,1950,11,29,Japan,,,,,,,,,Mike,Easler,,Ｍ．イースラー,,196,72,L,R,1988,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebarayo01,ebarayo01,,,1924,09,03,Japan,,,,,,,,,Yoshimi,Ebara,,榎原 好,,150,69,B,L,1950,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebihaka01,ebihaka01,,,1995,09,13,Japan,,,,,,,,,Kazuyoshi,Ebihara,,海老原 一佳,,214,74,L,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebinata01,ebinata01,,,1997,09,20,Japan,,,,,,,,,Tatsuo,Ebina,,蝦名 達夫,,194,73,R,R,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebisuno01,ebisuno01,,,1972,04,24,Japan,,,,,,,,,Nobuyuki,Ebisu,,戎 信行,,205,72,R,R,1991,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
echevan01,echevan01,,,1971,05,25,United States,,,,,,,,,Angel,Echevarria,,Ａ．エチェバリア,,216,76,R,R,2003,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edako01,edako01,,,1947,10,31,Japan,,,,,,,,,Koichi,Eda,,江田 幸一,,150,66,R,R,1973,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edamuts01,edamuts01,,,1933,02,28,Japan,,,,,,,,,Tsutomu,Edamura,,枝村 勉,,165,69,R,R,1955,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edash01,edash01,,,1945,09,16,Japan,,,,,,,,,Shoji,Eda,,江田 昌司,,168,70,R,R,1963,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edata01,edata01,,,1923,03,18,Japan,,,,,,,,,Takashi,Eda,,江田 孝,,141,69,R,R,1941,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edieta01,edieta01,,,1938,07,17,Japan,,,,,,,,,Takei,Edie,,エディ武井,,172,72,R,R,1960,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edogag01,edogag01,,,,,,Japan,,,,,,,,,,,,Edogaa G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edwarjo01,edwarjo01,,,1988,01,08,United States,,,,,,,,,Jon,Edwards,,Ｊ．エドワーズ,,238,77,R,R,2020,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edwarmi01,edwarmi01,,,1952,08,27,Japan,,,,,,,,,Mike,Edwards,,マイク,,154,70,R,R,1983,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egamish01,egamish01,,,1934,03,10,Japan,,,,,,,,,Shigetaka,Egami,,江上 重孝,,154,69,R,R,1952,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egarayu01,egarayu01,,,1986,11,14,Japan,,,,,,,,,Yuki,Egarashi,,江柄子 裕樹,,181,72,R,R,2012,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egawako01,egawako01,,,1936,04,22,Japan,,,,,,,,,Kotaro,Egawa,,恵川 康太郎,,143,67,R,R,1955,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egawasu01,egawasu01,,,1955,05,25,Japan,,,,,,,,,Suguru,Egawa,,江川 卓,The Monster,198,72,R,R,1979,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egawato01,egawato01,,,1986,10,31,Japan,,,,,,,,,Tomoaki,Egawa,,江川 智晃,,190,71,R,R,2005,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egawayu01,egawayu01,,,2001,06,29,Japan,,,,,,,,,Yuto,Egawa,,江川 侑斗,,179,70,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egoshta01,egoshta01,,,1993,03,12,Japan,,,,,,,,,Taiga,Egoshi,,江越 大賀,,183,72,R,R,2015,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eguchta01,eguchta01,,,1969,05,15,Japan,,,,,,,,,Takayoshi,Eguchi,,江口 嵩芳,,179,71,R,R,1991,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eguchta02,eguchta02,,,,,,Japan,,,,,,,,,,,,Eguchi Takayoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eguchyu01,eguchyu01,,,1915,04,04,Japan,,,,,,,,,Yukio,Eguchi,,江口 行男,,132,66,R,R,1936,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egusahi01,egusahi01,,,1980,09,03,Japan,,,,,,,,,Hirotaka,Egusa,,江草 仁貴,,183,70,L,L,2003,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eharama01,eharama01,,,2000,08,03,Japan,,,,,,,,,Masahiro,Ehara,,江原 雅裕,,205,73,R,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eicheju01,eicheju01,,,1953,10,21,United States,,,,,,,,,Juan,Eichelberger,,Ｊ．アイケルバーガー,,203,74,R,R,1989,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejimata01,ejimata01,,,1949,11,24,Japan,,,,,,,,,Takumi,Ejima,,江島 巧,,181,69,R,R,1968,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejiriak01,ejiriak01,ejiriak01,,1943,01,10,Japan,,,,,,,,,Akira,Ejiri,,江尻 亮,,176,70,L,L,1965,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejirish01,ejirish01,,,1977,04,30,Japan,,,,,,,,,Shintaro,Ejiri,,江尻 慎太郎,,174,74,R,R,2002,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eldrebr01,eldrebr01,,,1980,07,12,United States,,,,,,,,,Brad,Eldred,,Ｂ．エルドレッド,,278,77,R,R,2012,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elvirna01,elvirna01,,,1967,10,29,Japan,,,,,,,,,Narciso,Elvira,,Ｎ．エルビラ,,181,70,L,L,2000,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emeryca01,emeryca01,,,1937,06,28,Japan,,,,,,,,,Cal,Emery,,Ｃ．エメリー,,185,73,L,L,1970,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotoko01,emotoko01,,,1966,07,05,Japan,,,,,,,,,Koichi,Emoto,,江本 晃一,,176,72,L,L,1985,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotota01,emotota01,,,1947,07,22,Japan,,,,,,,,,Takenori,Emoto,,江本 孟紀,,170,74,R,R,1971,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emurama01,emurama01,,,1987,07,05,Japan,,,,,,,,,Masaya,Emura,,江村 将也,,159,71,L,L,2013,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emurana01,emurana01,,,1992,05,06,Japan,,,,,,,,,Naoya,Emura,,江村 直也,,176,69,R,R,2011,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enamita01,enamita01,,,1925,09,22,Japan,,,,,,,,,Tatsuro,Enami,,榎並 達郎,,,,L,L,1944,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enatsyu01,enatsyu01,,,1948,05,15,Japan,,,,,,,,,Yutaka,Enatsu,,江夏 豊,,198,70,L,L,1967,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endase01,endase01,,,1964,05,11,Japan,,,,,,,,,Seiji,Enda,,遠田 誠治,,159,69,B,R,1987,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endoch01,endoch01,,,1917,09,20,Japan,,,,,,,,,Chujiro,Endo,,遠藤 忠二郎,,150,69,R,R,1936,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endohat01,endohat01,,,1999,04,08,Japan,,,,,,,,,Atsushi,Endoh,,遠藤 淳志,,198,73,R,R,2018,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endohis01,endohis01,,,1989,03,23,Japan,,,,,,,,,Issei,Endoh,,遠藤 一星,,183,72,L,R,2015,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endohjo01,endohjo01,,,2001,09,19,Japan,,,,,,,,,Joh,Endoh,,遠藤 成,,185,70,L,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endoka01,endoka01,,,1955,04,19,Japan,,,,,,,,,Kazuhiko,Endo,,遠藤 一彦,,159,72,R,R,1978,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endoma01,endoma01,,,1972,09,20,Japan,,,,,,,,,Masataka,Endo,,遠藤 政隆,,201,73,R,R,1994,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endono01,endono01,,,1957,11,05,Japan,,,,,,,,,Nobuhisa,Endo,,遠藤 伸久,,161,72,L,L,1976,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endory01,endory01,,,1976,06,28,Japan,,,,,,,,,Ryohei,Endo,,遠藤 良平,,154,68,L,L,2000,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endory02,endory02,,,1976,04,17,Japan,,,,,,,,,Ryuji,Endo,,遠藤 竜志,,181,74,R,R,1998,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ennsdi01,ennsdi01,,,1991,05,16,United States,,,,,,,,,Dietrich,Enns,,Ｄ．エンス,,214,73,L,L,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enokida01,enokida01,,,1986,08,07,Japan,,,,,,,,,Daiki,Enokida,,榎田 大樹,,198,71,L,L,2011,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enokike01,enokike01,,,1964,04,21,Japan,,,,,,,,,Kenichiro,Enokida,,榎田 健一郎,,161,71,R,R,1983,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enokiya01,enokiya01,,,1972,05,22,Japan,,,,,,,,,Yasuhiro,Enoki,,榎 康弘,,183,71,R,R,1991,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
